epoch,train_loss_total,train_loss_coordinate,train_loss_bone,train_loss_symmetry,train_nme,train_pck_0.05,train_pck_0.10,train_pck_0.20,train_bone_length_error,train_seconds,monitor_loss_total,monitor_loss_coordinate,monitor_loss_bone,monitor_loss_symmetry,monitor_nme,monitor_pck_0.05,monitor_pck_0.10,monitor_pck_0.20,monitor_bone_length_error,monitor_seconds,learning_rate,batch_size,best_epoch,best_monitor_nme,epochs_without_improvement
11,0.031310954568210314,0.026102762423845006,0.014417248726774953,0.03207759714752277,0.1824957009546799,0.15547626662964098,0.4000233425852272,0.7079086491997084,0.09160131731517646,88.17607308924198,0.05356041096808428,0.046970755086008016,0.02160672588694703,0.023759487087175558,0.23360429915233022,0.14619686780177757,0.34571888354243535,0.6112092853263384,0.10602643768304766,11.617684230208397,0.001,8192,11,0.23360429915233022,0
12,0.02976950634010389,0.02472796087577824,0.014015980497656953,0.030751011434866117,0.17812047561729724,0.1628038447849696,0.4117860961009406,0.7176418085615589,0.09000464085274443,128.44556193053722,0.053423797643878064,0.04683263263585019,0.021437869481251638,0.02463395531297401,0.23246979952592106,0.15204138006344303,0.3505252442732836,0.6115759696726882,0.10284426869135987,19.388164438307285,0.001,8192,12,0.23246979952592106,0
13,0.028444727245785742,0.0235371805484583,0.01365397381878569,0.02988106954936565,0.17396396556100308,0.1698404089106321,0.4241970419253504,0.72774615236501,0.08844066366077272,188.1414948105812,0.05346947577182655,0.04695359267751976,0.021300607169612278,0.023814576789432624,0.2316429057340025,0.14852053620973202,0.3525485334399164,0.6168063959633606,0.10383090410491916,16.46073129028082,0.001,8192,13,0.2316429057340025,0
14,0.0269958431689595,0.0222367174956693,0.01325325979153252,0.02891621272434442,0.16955901568945522,0.17674625811631356,0.43536807702192154,0.7384454276826646,0.0870542412254926,157.7496215775609,0.05129267447693456,0.04491617941889193,0.020987233655857047,0.022593746368436154,0.2280019875243744,0.15352570679647243,0.36038540137360436,0.6246255974253798,0.10294311457739314,21.851640820503235,0.001,8192,14,0.2280019875243744,0
15,0.025681743784287274,0.021044184124884475,0.012938218427782408,0.028060097215660166,0.16539286802341224,0.18511955787251133,0.4490958639675966,0.7485126384280312,0.08560431738843087,113.16601281613111,0.05220484816086735,0.04585339653331802,0.020875646237336246,0.02265080973382481,0.2283747216748929,0.15888428279693542,0.3647058255999508,0.6235962978202076,0.10200647289233258,9.985344670712948,0.001,8192,14,0.2280019875243744,1
16,0.024851925466524705,0.02033818983755326,0.012691373261972718,0.026817840871322732,0.16280418346841316,0.19005392198318935,0.4564562492912993,0.7546234446518995,0.08469428059021211,113.5860546529293,0.050813647791972755,0.04450292224455568,0.020662820641391685,0.02290043712265472,0.2250643813220798,0.16850587116838114,0.3714471211776389,0.6308191345473655,0.10188437059426751,11.030810058116913,0.001,8192,16,0.2250643813220798,0
17,0.023861333459744536,0.019419929092668622,0.012407320912205201,0.026791480113458662,0.15963597200657056,0.1958855395883615,0.4651587597517782,0.762061300382101,0.08360927187417722,87.62358278036118,0.050462173981704606,0.04419698401740917,0.0206679430233779,0.021964129741906167,0.22306750088743968,0.17100182772088238,0.37852856697100745,0.6377282750961164,0.10140393895278342,8.788356572389603,0.001,8192,17,0.22306750088743968,0
18,0.02294761720481606,0.018613496266715383,0.012182633108738067,0.025769254176522278,0.1565408759444053,0.2033443734476904,0.47540833907695623,0.7693867187266368,0.08237447250116146,75.21642111986876,0.05275620960979701,0.04650457082314551,0.020873388265827436,0.02066582357476941,0.22673913554104533,0.1698090747819922,0.3779719478345712,0.6314729471375943,0.1005750903988181,7.004056192934513,0.001,8192,17,0.22306750088743968,1
19,0.02230092572043565,0.018059988938786076,0.011981875292853363,0.024909355388629265,0.15433161946588778,0.2081216626958812,0.48274936295763327,0.7748794593639097,0.08154166902818055,71.03767523914576,0.050846486184021426,0.04460203188017441,0.02059032575560417,0.021937459037726235,0.22499393209159776,0.16526333226665244,0.37127484121771775,0.6326303271491169,0.10094181992511256,8.029132306575775,0.001,8192,17,0.22306750088743968,2
20,0.02151703225782889,0.017346568756734557,0.011774628612173854,0.024536124002634236,0.15163993428855999,0.21417490236433445,0.49126198479974936,0.7810757739813278,0.08070121498801551,77.42362096905708,0.05071089429298965,0.04454055233819416,0.020517794039807496,0.020817874559110928,0.22201132628189124,0.17939531493293118,0.3848767091358104,0.638262804466981,0.09921228618666504,10.392058327794075,0.001,8192,20,0.22201132628189124,0
21,0.020726362131580335,0.016644650003802466,0.011554954412421173,0.023859462727478388,0.14875540362403009,0.2211302386910536,0.5003797695582274,0.7879030966283637,0.0795961931818495,71.04443867504597,0.050472674552784154,0.044397717897383206,0.02043132701085401,0.019342501630433023,0.22255857886487443,0.17456685253972798,0.38268997240828867,0.6381788704920084,0.10187518611671059,7.870618186891079,0.001,8192,20,0.22201132628189124,1
22,0.02032548794833589,0.016286418816284048,0.01142628147347,0.023649973759665207,0.14727888484846163,0.22460252731774108,0.5057450089889093,0.7918579000469905,0.07901942294471466,67.76579703390598,0.05054958425224937,0.04440680462022616,0.020435394194168118,0.020678595295379236,0.2233146756105929,0.17494676416644553,0.38273415153024665,0.634914248247257,0.09992277755069853,7.987937323749065,0.001,8192,20,0.22201132628189124,2
23,0.019915043847917927,0.015927885687640933,0.011293244710803932,0.023276940199389255,0.14571353499623244,0.2288601870442486,0.5108983083095426,0.7958180876324608,0.0784494486664725,79.11052335053682,0.05094250394757732,0.04486528977915775,0.020426532857032945,0.019411620995407313,0.2238960760499324,0.1789270469681423,0.38209360204436604,0.6325641051132933,0.09875146269372505,7.970763474702835,0.001,8192,20,0.22201132628189124,3
24,0.01941831293439061,0.015508794869358493,0.011162125191923992,0.022379739463204526,0.14387066274728297,0.23429858127348183,0.5174582643290793,0.8002930645808527,0.07775875049034611,78.70405679941177,0.05189759530805798,0.04576523553233759,0.020623937807550966,0.019527542959223418,0.2244368540272287,0.17864431290887814,0.3839490074484414,0.6339688866536142,0.0995236122335026,8.616719670593739,0.001,8192,20,0.22201132628189124,4
25,0.01883403787113422,0.01497814309578241,0.010993751972796922,0.022149134663643027,0.14162377293560963,0.24001615758351072,0.5244512651349914,0.8056319387466883,0.07698889255542535,71.62022269517183,0.049583584954008865,0.04357999437143884,0.020247385632602696,0.018834864614258724,0.220236493470983,0.1781583803939321,0.385923672401807,0.6436567304712242,0.0990128716554939,9.330227598547935,0.001,8192,25,0.220236493470983,0
26,0.01854140549645542,0.014736600673176885,0.010898192162355,0.021605134039716416,0.14027252669803436,0.24417645050021097,0.5306486662809929,0.8093344572896011,0.07647124592396562,78.68563893437386,0.05007764787805258,0.04405706521770833,0.02025472534094341,0.019138038349300723,0.22011182184464576,0.18363181981636234,0.39299187858026996,0.6429808394675485,0.09845298865189232,8.605150245130062,0.001,8192,26,0.22011182184464576,0
27,0.01811351802995658,0.014344912791265312,0.010781950589034356,0.021462356239534148,0.13877102801650854,0.24706885900510078,0.5347207530884317,0.8131176715628431,0.0759054253981032,82.23528242111206,0.04894335288709948,0.04301560598184399,0.019949519240475187,0.018807386034026322,0.2180734442049191,0.18250973555563818,0.3911011369059233,0.6455121314940687,0.09944783400669782,17.13984591513872,0.001,8192,27,0.2180734442049191,0
28,0.017620109901940455,0.013901675614841407,0.010643230290538378,0.02115253557471984,0.13679265568640725,0.2531920352526587,0.542490491079842,0.8174586982783286,0.0752459234984718,91.10773865133524,0.0511730871011765,0.04509799029039676,0.02045777302397334,0.01921303635196434,0.22060227964751478,0.1874839891036489,0.39691914130587236,0.645167583414793,0.09947124833150213,9.528011724352837,0.001,8192,27,0.2180734442049191,1
29,0.01724037318036308,0.013558177488151687,0.010526734751654967,0.021010234449931556,0.13528518673153325,0.2572963790860302,0.5474054981292119,0.8216432023105498,0.07463887932930593,77.86857356131077,0.04833814928734249,0.04243277061063163,0.019982397281095625,0.01819561213822627,0.2159220584377861,0.19401323792000885,0.40353233198139293,0.6520678664235828,0.09651752108692703,8.74938253313303,0.001,8192,29,0.2159220584377861,0
30,0.017057692149171123,0.013424640377962718,0.010471623903923857,0.020302917063045465,0.13454068488086135,0.2601102557577396,0.5506932791041079,0.8234005985309135,0.07434378317127265,105.22670040279627,0.05060579119611556,0.04458370317151274,0.02020485959652201,0.01941752124468783,0.22062834443538187,0.18540328333178627,0.3938974912061608,0.6434402652386647,0.09909338690236841,10.094034753739834,0.001,8192,29,0.2159220584377861,1
31,0.016698106982792123,0.013096254066108294,0.010364495517874734,0.02021458348876789,0.1331455850225755,0.2634437598252486,0.5550816495574076,0.8271133342604838,0.07381956662439616,79.21181308478117,0.049432289954769094,0.043523642880825615,0.020072068265795974,0.017812628287708424,0.21867104830186126,0.19104017515897354,0.39694122476225047,0.6454237787465055,0.09818920029060128,8.06541370600462,0.001,8192,29,0.2159220584377861,2
32,0.016508725056653076,0.012944805952185688,0.01030112677543519,0.01977274075345527,0.13226602393646494,0.26685580215408783,0.5589665174286746,0.8290961153673174,0.07356515262573483,76.73669520765543,0.04960908110622897,0.0436658001569868,0.02005187141021813,0.01860626133932822,0.21798008092185975,0.19268794832486774,0.3991412096791353,0.6472526807585676,0.09773755878508662,7.826667822897434,0.001,8192,29,0.2159220584377861,3
33,0.016185798818324392,0.012642506244101478,0.010204234986375361,0.01984467214842009,0.13083954195978736,0.2709870453033873,0.5640654866869174,0.8327647459624954,0.07297156430062571,75.84692522883415,0.050294258397855215,0.04427600843278137,0.020381365531264198,0.01845816528688771,0.21839390914801712,0.19195461840799594,0.40181387761571247,0.6489844002671495,0.0976766904833196,8.279344789683819,0.001,8192,29,0.2159220584377861,4
34,0.015895155043730944,0.012381825569133429,0.01012354582369881,0.019648860121004755,0.12966598132668847,0.27421027299632184,0.5682639711877375,0.8358992158369202,0.07264135310399505,71.10460249334574,0.052001815426575615,0.045938569708632894,0.02023146332841952,0.02010761005924325,0.22094067534615788,0.18934822289323947,0.39422439880993054,0.6414700098880862,0.09907504625568231,11.015237495303154,0.001,8192,29,0.2159220584377861,5
35,0.015863997440808117,0.012341469601000939,0.010088533671747052,0.020007884972705434,0.12921025137592262,0.2768272730696317,0.5705711303029032,0.8366243444152982,0.07244112312588595,94.215406216681,0.051305032277680095,0.04528497127179379,0.020314297066354393,0.018829706051176714,0.2196479530438133,0.19584213074844367,0.4019905851825697,0.6469611135556279,0.09535549378762241,8.58096257597208,0.001,8192,29,0.2159220584377861,6
36,0.015489122445615271,0.012026514696818334,0.009991615962116989,0.01929407572259312,0.12785851178968002,0.2809558241462825,0.5759438914774218,0.8405145891789002,0.07189541641601628,76.33771225810051,0.05225296027170896,0.04621112577345761,0.02044376242027812,0.01861786226898006,0.22112582476135825,0.1920694862130371,0.3974271678487359,0.6442045204065396,0.09694281405030232,11.785137437283993,0.001,8192,29,0.2159220584377861,7
37,0.015375975961703306,0.01194595452010905,0.009956985274690426,0.01881549971785365,0.1271984227781704,0.28300907692626914,0.5790003712700165,0.842244555356641,0.07167680071929403,75.9703182131052,0.04945909793632276,0.04362026973867639,0.019941388306648187,0.017069644424680713,0.21730060953842967,0.19486141774744187,0.40191989932138983,0.6485779779144192,0.09736110935087541,7.4854152128100395,0.001,8192,29,0.2159220584377861,8
38,0.014938131903749588,0.01155287205505855,0.009827855915534665,0.01856591642734357,0.12564241634464537,0.28633881210984563,0.5839627108038421,0.8462660654930643,0.07110968656366506,83.62646276503801,0.050170351672064906,0.04423661306094936,0.02001786477148636,0.018585483755136925,0.21659167661108167,0.1980509440867856,0.4073093982347863,0.6519883753668142,0.09691104052012466,8.680410295724869,0.001,8192,29,0.2159220584377861,9
39,0.014845774642736105,0.011467026424053929,0.009785077894812115,0.018649576257142742,0.12519073152251062,0.2882995466972093,0.5854177851502992,0.8469379250485763,0.07102910760825067,82.88463301956654,0.0494781238449638,0.04359458956209212,0.019968970291967612,0.01782580737499855,0.2165704565400928,0.19837784385613325,0.40780417064957175,0.6526421803447235,0.09636035201819593,7.686003863811493,0.001,8192,29,0.2159220584377861,10
40,0.01461719722022823,0.011253968006888392,0.00971146371481149,0.01870726249922855,0.1241788892199562,0.29134579450904263,0.589173020418127,0.8498782089190967,0.07071064482596284,74.65409672260284,0.050017764393144135,0.044179359792039186,0.020058501198702585,0.016475605748617308,0.21688596407910343,0.19905374225831973,0.4090146093913668,0.6519309580160194,0.09635049255324159,8.151414759457111,0.001,8192,29,0.2159220584377861,11
41,0.014567585831037757,0.011224417366721926,0.00968403370753769,0.018443201912427223,0.12385156959945696,0.2933490170518293,0.5912155132261167,0.8503435192259623,0.07051503757979144,82.99590965360403,0.04881159070992346,0.04297965365352624,0.019907187429128347,0.017102791763654562,0.21537945669530767,0.19676983508722218,0.40527287592648414,0.6539056024124364,0.09747993502837547,8.120181307196617,0.001,8192,41,0.21537945669530767,0
42,0.01441797612787434,0.011094494663321327,0.00963945961500728,0.018272330844591785,0.12316820967200201,0.29469006047557955,0.5933413840515551,0.8524898328250088,0.07026487696343714,86.86098425835371,0.049926751616892265,0.04395210569714879,0.020216433650124706,0.0184107573198477,0.21675579078074797,0.2011962922847413,0.4090145980890079,0.6535743265980964,0.09401774642544028,9.400204196572304,0.001,8192,41,0.21537945669530767,1
43,0.014140138642814831,0.010827646983523056,0.009555778222592924,0.018470942505827204,0.12192504385223736,0.29829091203314545,0.5980578819230187,0.8556872385357926,0.06978791649331655,92.22184224426746,0.049922899507749675,0.043968687241665326,0.019874033039428026,0.019714081789050625,0.2164546984521863,0.19832041746455728,0.40931499333186716,0.6520458034522695,0.09663860591510813,13.19630829244852,0.001,8192,41,0.21537945669530767,2
44,0.014012296344608703,0.010675198625087362,0.009496069410243937,0.01926160769066415,0.12115218226635427,0.3009751470255618,0.6015984931777195,0.8575624370302752,0.06963220748745086,128.2835921794176,0.05030217663221335,0.04435222245288792,0.02009358921082691,0.018531143145077127,0.21651693760733104,0.2019870471914533,0.4100527450247859,0.6545859318111608,0.09498739893748002,20.615501314401627,0.001,8192,41,0.21537945669530767,3
45,0.013746604429672916,0.010446468680423041,0.00941611335437645,0.01892214555545198,0.12001175132828934,0.30425593552895297,0.6060132211877415,0.8607582343340534,0.06926904107951178,162.45606946200132,0.04948758561899338,0.04359947535346963,0.02001051595336052,0.017709594847179055,0.21568083593918946,0.20170874047002144,0.4100483220055164,0.6546963782263006,0.09486813374438308,9.635564357042313,0.001,8192,41,0.21537945669530767,4
46,0.013585428160077889,0.010363648443921607,0.00937714860623852,0.017549848988377966,0.11950873884864228,0.3062317254476224,0.6075425433613038,0.8616646374207223,0.06899436821761942,113.59459389746189,0.048982109063258825,0.04318478463839803,0.019995543500169494,0.015968730291886772,0.2152844548383916,0.19544454918027743,0.4074330938751545,0.6551690469705902,0.09532656870025291,29.907638132572174,0.001,8192,46,0.2152844548383916,0
47,0.013468657034129411,0.010273812378309242,0.00933840746819767,0.017204854542138225,0.11905500556403757,0.30803645532805196,0.6098400085911756,0.8629040085682067,0.06877441792679644,148.8944772183895,0.049047723386248465,0.04319019488194516,0.019787969180241727,0.01821073007000529,0.21470747653728323,0.2045978662535494,0.41262822214331313,0.655597588500461,0.09490861178570639,10.362542413175106,0.001,8192,47,0.21470747653728323,0
48,0.013320228323163558,0.010124853931405215,0.009294862935246236,0.01743317170378712,0.11824463008916335,0.3100396741222628,0.6129110009364698,0.8651611306546562,0.06858204746396084,74.14820294827223,0.05066233984603017,0.04472260819482511,0.02017934669489538,0.017897885443563365,0.21666975220314785,0.20382919572849015,0.4135029130045695,0.6547449637015252,0.09579521590093047,8.021644666790962,0.001,8192,47,0.21470747653728323,1
49,0.01323586127930918,0.010045761055284898,0.009252925948009742,0.017537370767289118,0.11789845499629156,0.3111612444077969,0.6143031407339485,0.8659986791331264,0.06840835371073548,82.69237513840199,0.04996595170485508,0.044059600068210296,0.020207113704502278,0.017091460882644204,0.2154859070722524,0.20155411950584481,0.41506233480896915,0.6572321038592966,0.094573202262625,11.668912895023823,0.001,8192,47,0.21470747653728323,2
50,0.013219198620618273,0.010043515290486991,0.009229715731626566,0.01736508609245239,0.11786879510845079,0.31099072033958974,0.6140132088973828,0.8661944855200877,0.06844982478080346,81.48516882956028,0.049051446463813424,0.04328301581697249,0.019993182678715412,0.015402745116128573,0.21482076738033173,0.20306936892878333,0.41578240737312544,0.6576252626063349,0.09531927673790434,10.098091207444668,0.001,8192,47,0.21470747653728323,3
51,0.01314633115375874,0.009972807307216518,0.009204108722707367,0.017449933608657146,0.11752404527417715,0.3123005662000255,0.6159830752461612,0.8668545039651401,0.06827959036952953,68.52305721491575,0.04989972683053946,0.0439491969299354,0.019920151665616923,0.019409824361784705,0.2174267880399695,0.19768870073620673,0.4063110110161661,0.6471864140146524,0.09542610029590264,8.04135113209486,0.001,8192,47,0.21470747653728323,4
52,0.013001858096045095,0.009838615022530682,0.009156920309153351,0.017480259512956956,0.11674729512599506,0.3154113716968595,0.6187856532812295,0.8687765042595779,0.06802908946039368,67.83322311192751,0.049929235921271235,0.04411484239827659,0.019923970434920443,0.016667996578776066,0.2158474738811752,0.2050749674974873,0.413714960839548,0.6567328987024852,0.09521646489063171,7.962639302015305,0.001,8192,47,0.21470747653728323,5
53,0.012724685430512818,0.009623795915033956,0.009081203208558543,0.016611771832227396,0.11564723280840376,0.3187174423547156,0.623803927013831,0.8715236732232674,0.06766932491564498,68.09735744446516,0.04892546060049318,0.04319562979917578,0.019840318153318156,0.015394987361627163,0.21370195857067706,0.20494243659932004,0.41620208122003455,0.6583364874712501,0.09462620885173541,8.096827611327171,0.001,8192,53,0.21370195857067706,0
54,0.012568822597870384,0.009483462793868502,0.009026521324823884,0.016574585448648715,0.11490924762359894,0.32137370297278667,0.6264967706642535,0.8735575659104517,0.06740990555896612,71.7893713414669,0.048923082920424354,0.043104319395291815,0.019836871651198205,0.01719090280959569,0.21385302439463796,0.20537978963950282,0.41593260952047517,0.6589240424117969,0.095211809855057,8.331629499793053,0.001,8192,53,0.21370195857067706,1
55,0.012499888411466108,0.009425255496840368,0.008989428923592443,0.016545512170083647,0.11457494322961916,0.32254744994367973,0.6278840763035648,0.874567779121053,0.06725611221337306,72.62030781060457,0.05254233773269911,0.0465841915584468,0.020286697126421345,0.01772942697428081,0.22002635107602794,0.20026417324034135,0.4062977654090934,0.6465591175878075,0.09587126173025101,8.260091200470924,0.001,8192,53,0.21370195857067706,2
56,0.012617484973789988,0.009539048709619455,0.009026580200421498,0.016435824384194334,0.11499260106938233,0.3216340581789695,0.6265376430961673,0.873390804717952,0.06735007731283273,75.11228027194738,0.052620533688804996,0.04670434842209064,0.02029692768330377,0.01683906055950018,0.21787077362026896,0.20383803377409387,0.4117667888181684,0.6537288944327077,0.09609848704209567,7.996857114136219,0.001,8192,53,0.21370195857067706,3
57,0.012700488446440414,0.009577550252306813,0.009029681240725148,0.01731035497859936,0.11511616851440558,0.3211762863200182,0.6257845655117547,0.8730906387370355,0.06734896394171268,70.03735253214836,0.04853560890855193,0.042654594340707196,0.01972773082416563,0.018981603832292318,0.21318419951625522,0.20550789453890558,0.41842415167240066,0.6603421006738546,0.09523195982102863,7.97626705467701,0.001,8192,57,0.21318419951625522,0
58,0.012420027705507208,0.00927319746431835,0.008924090741122138,0.01831614865691514,0.11373182051667623,0.32520102164605746,0.6315656008558156,0.8761567957418189,0.06700601410489086,69.58694118261337,0.050071970500386975,0.044203069045834674,0.020113792695043792,0.01680906876892624,0.21484677404731123,0.20615728449969664,0.41874221570933123,0.6607838618127924,0.0945017970308161,9.641528777778149,0.001,8192,57,0.21318419951625522,1
59,0.012197369899808743,0.009091469581975603,0.00885716375604042,0.017832188161102557,0.11276382942638027,0.32835755113191273,0.6360836240447094,0.8788125292502498,0.0667299419464637,79.52542574703693,0.049817764471389935,0.043931942464222426,0.019743950651956627,0.018996693316138156,0.21438613682902363,0.20405007740847292,0.415261132089789,0.6604569677453115,0.09496228954545627,9.011841982603073,0.001,8192,57,0.21318419951625522,2
60,0.01210592796030456,0.009012692149509092,0.008828976007708858,0.01771983656346984,0.11240419553696016,0.32908697149473937,0.6372213357309311,0.8798571774995582,0.06655866589570066,87.48858350515366,0.05106570541870654,0.045119427570301227,0.02005524096501431,0.018649346877079084,0.216308696337523,0.2058038781763664,0.4133085401825401,0.6556682473941241,0.09486510103506343,10.489789381623268,0.001,8192,57,0.21318419951625522,3
61,0.012126556994261357,0.009044998413976643,0.008827075043348195,0.017495797062339686,0.11242652388853108,0.32991160866836894,0.6369824826644659,0.8796425418623001,0.06653990053593069,79.69305171072483,0.049560015741084824,0.043740450411323524,0.019739129197695007,0.017695653280008848,0.21444179638192667,0.2062677282311713,0.4156719648249701,0.6574485436117828,0.09606651397054126,8.273101203143597,0.001,8192,57,0.21318419951625522,4
62,0.012082899747137204,0.009014836839723662,0.008811233720438738,0.017305087650018664,0.11229851589432993,0.329698593090078,0.6375860417761628,0.8802907328185287,0.06648741255347973,74.06174769997597,0.04827627575346251,0.04253367005942837,0.019576785410669425,0.01696821300343865,0.21216155856256103,0.20968255098929645,0.4214502171569443,0.6622947072214552,0.09407398983770741,7.494527541100979,0.001,8192,62,0.21216155856256103,0
63,0.011905545338491396,0.00885546025131821,0.008761548205894015,0.017193961995356496,0.11141898072113061,0.3331450625555853,0.6413450411752084,0.8826306969106485,0.06619826532130396,76.44022015482187,0.048547800126452635,0.04272978109651973,0.01960883014562109,0.018316231983409047,0.21199714161335365,0.21079578700243443,0.4210438045490886,0.661596690047627,0.09442895810805296,8.575597159564495,0.001,8192,63,0.21199714161335365,0
64,0.011844312552415255,0.008806306712834711,0.008739006754102992,0.017065082834054283,0.11110715879552947,0.33416065603497785,0.6427603152039816,0.8829513028758484,0.06604432037183154,78.56207405030727,0.049192590095142874,0.04338195706020776,0.01975112843354699,0.017457007503702503,0.21410216438087581,0.20829541729350162,0.4187775554687358,0.6577489365082783,0.09572974865329575,9.057074792683125,0.001,8192,63,0.21199714161335365,1
65,0.011699832716876133,0.00866870243117069,0.008676749714333966,0.017238858085783123,0.11046804717328504,0.3361041733934117,0.6448011930127511,0.8847909903355015,0.06592961661668555,82.05787833034992,0.04909255547701623,0.04327553217577775,0.01987260303643976,0.016977413763041634,0.21324328968712788,0.2076416019090172,0.4204518354494221,0.6616894664853762,0.09553546014138944,10.641621343791485,0.001,8192,63,0.21199714161335365,2
66,0.011688652244229119,0.008678927856504325,0.00866373477929614,0.016875813195233527,0.11045930105934443,0.3360433868528904,0.6457565376004569,0.884626921300937,0.06582673898128703,86.56118308007717,0.04995576448070884,0.04414771518261817,0.019856745503786154,0.01687723894702794,0.2152983514204178,0.20461995047668896,0.4144438636406903,0.6557035866005757,0.09551161962439027,8.227926544845104,0.001,8192,63,0.21199714161335365,3
67,0.011532473139627686,0.008534690575774922,0.008621390046214015,0.016848699753218073,0.1097075576649305,0.33882014431303886,0.6483923616430202,0.8867748532972063,0.06568331959022952,73.0327500924468,0.04835272847000703,0.04257864345318275,0.01963858599657325,0.017288788706359134,0.21250511551877993,0.20855605182296616,0.41986869690561124,0.6616497178917892,0.09444853189149101,10.100714094936848,0.001,8192,63,0.21199714161335365,4
